date,title,newspaper
2020-09-25,"Here’s why farm protests have been loudest in Punjab, Haryana",hindustantimes
2020-09-25,Bharat Bandh: Protesting farmers disperse from Delhi-Noida border,hindustantimes
2020-09-25,Punjab braces for bandh against Centre’s three agriculture bills today,hindustantimes
2020-09-25,Haryana farmers’ protests remain peaceful with no incidents of violence,hindustantimes
2020-09-25,"Punjab Bandh today: Transport services suspended, markets to remain shut in Ludhiana",hindustantimes
2020-09-25,AAP stages protest against agri bills in Mohali,hindustantimes
2020-09-25,Members of Gurugram unit of AAP protest against farm bills,hindustantimes
2020-09-25,Polls set to be a litmus test for Grand Alliance,hindustantimes
2020-09-25,Delivered on all promises: Nitish,hindustantimes
2020-09-25,‘Will challenge farm bills in Supreme Court’: Punjab finance minister,hindustantimes
2020-09-25,"Congress, NCP say no to farm bills in Maharashtra. Shiv Sena to decide",hindustantimes
2020-09-25,"After talks with Yediyurappa fail, farmers to go ahead with Karnataka bandh",hindustantimes
2020-09-25,News updates from Hindustan Times: UP farmers join nationwide bandh over 3 farm bills in a big way and all the latest news,hindustantimes
2020-09-25,Farmers have lost all faith in PM Modi-led govt: Rahul Gandhi,hindustantimes
2020-09-25,"Uttarakhand farmers protest farm bills, say ‘leaders weren’t consulted’",hindustantimes
2020-09-25,Family of terror suspect believed he was working in Saudi for 12 years,hindustantimes
2020-09-25,UP farmers join nationwide bandh over 3 farm bills in a big way,hindustantimes
2020-09-25,For the first time laws have been drafted to benefit farmers and marginalised: PM Modi,hindustantimes
2020-09-25,Farmers block tracks in 6 Punjab districts on day 1 of ‘rail roko’ stir against Centre’s agriculture bills,hindustantimes
2020-09-25,Haryana farmers block highways and a railway line against farm reform bills,hindustantimes
2020-09-25,Bihar election dates set | HT Editorial,hindustantimes
2020-09-25,"Bharat Bandh: Punjab, Maharashtra, UP among states to be affected by farmers’ unions strike",hindustantimes
2020-09-25,Hope visuals of distressed farmers mellow Centre: Capt,hindustantimes
2020-09-25,"Agri bills death knell in garb of reform, says LIP chief Simarjit Singh Bains",hindustantimes
2020-09-25,"Farmer found dead in Greater Noida with head injuries, burn marks",hindustantimes
2020-09-25,"To protest against reform bills, farmers block Delhi-Noida road at Sector 14A",hindustantimes
2020-09-25,"Army cavalcade blocked, pro-Khalistan slogans raised in Ambala",tribune-haryana
2020-09-25,Opposition unleashing malicious propaganda on farmers’ issue: Haryana Agri Minister,tribune-haryana
2020-09-25,"Sukhbir, Harsimrat lead Akali chakka jam against farm bills",hindustantimes
2020-09-25,Farmers in Haryana take to roads to protest farm Bills,tribune-haryana
2020-09-25,Farm Bills a revolutionary step: BJP Haryana chief OP Dhankar,tribune-haryana
2020-09-25,"Will back farmers, say 5 Haryana BJP leaders after ‘secret’ meeting",tribune-haryana
2020-09-25,Agriculture Minister JP Dalal shown black flags,tribune-haryana
2020-09-25,"Farmers’ bandh today, Tomar blames Cong",tribune-nation
2020-09-25,"Farm bills are welcome, but farmers need a rights-based protection law | Analysis",hindustantimes
2020-09-25,UP’s first private farm mandi opens in Bulandshahr amid protests,hindustantimes
2020-09-25,Will act as the situation demands: Panchkula DCP,tribune-haryana
2020-09-25,Samajwadi Party to protest in UP against farm and labour reform laws,hindustantimes
2020-09-25,"Farm bills: Farmers protest, block Delhi-Noida road at Sector 14-A",hindustantimes
2020-09-25,"Uttarakhand CM says farm bills for ‘one nation one market’, Opposition protests",hindustantimes
2020-09-25,Northern Railway cancels some trains due to farmers’ agitation in Punjab,hindustantimes
2020-09-25,BJP all set to gain in Rajya Sabha after November as Opposition numbers drop by 9,hindustantimes
2020-09-25,"Lanka Dinakar slams Rahul for skipping Parl session, calls him ‘Twitter Gandhi’",hindustantimes
2020-09-25,"Bharat Bandh: Nationwide farmers’ strike today, rail, road transport to be affected. All you need to know",hindustantimes
2020-09-25,Punjab CM appeals to farmers to maintain law and order during ‘Bharat Bandh’,hindustantimes
2020-09-25,Congress asks Nitish Kumar to quit NDA if can’t protect farmers’ ‘interest’,hindustantimes
2020-09-25,"Total bandh in Amritsar, Patiala, Jalandhar and Bathinda against Centre’s farm bills",hindustantimes
2020-09-25,Stir across ‘food bowl’ today over farm laws,hindustantimes
2020-09-25,Cong terms farm bills ‘unconstitutional’,hindustantimes
2020-09-25,"No provision to end APMCs, says Tomar",hindustantimes
2020-09-25,Stir to intensify as farm groups come together,hindustantimes
2020-09-25,Farm bills: Maharashtra farmers participate in nationwide protests,hindustantimes
2020-09-25,Farmers' protest: AIKS stages street plays during protests in Rohtak,tribune-haryana
2020-09-25,Congress-ruled Punjab at standstill till 4pm in support of farmers’ bandh call,hindustantimes
2020-09-25,Farm protests may hit transport of essentials: Railways,hindustantimes
2020-09-25,Bharat bandh call over farm reform bills: UP police put on alert,hindustantimes
2020-09-25,AAP activists stir against Centre’s farm bills,timesofindia
2020-09-25,Pain of agitating farmers will reach Central govt: Capt Amarinder,tribune-punjab
2020-09-25,Farmers across India begin protest on farm bills ,telegraph
2020-09-25,Farmers in Punjab begin rail blockades,hindu
2020-09-25,‘Cong. promised same reforms’,hindu
2020-09-25,"Govt. claim on MSP is a half-truth, says Congress",hindu
2020-09-25,Farmers in Punjab begin rail blockades,hindu
2020-09-25,CPI(M) MP questions Deputy Chairman’s motives in ignoring Opposition demands,hindu
2020-09-25,‘Cong. to work towards making Stalin CM’,hindu
2020-09-25,Lone tusker tramples man to death,hindu
2020-09-25,Bedi backs plea against CM’s call for agitation,hindu
2020-09-25,Withdraw farm bills: farmers,hindu
2020-09-25,‘Forest Dept. indifferent to farmers’ concerns’,hindu
2020-09-25,Farmers’ protests outside 250 offices today,hindu
2020-09-25,TS farmers cold to nationwide protest,hindu
2020-09-25,Man kills father,hindu
2020-09-25,Punjab govt to challenge farm Bills in Supreme Court: Manpreet Badal,tribune-punjab
2020-09-25,"Bills aimed at lifting MSP safety cover, says Minister",hindu
2020-09-25,‘Bio-decomposer technique will curb stubble burning pollution’,hindu
2020-09-25,Bihar elections: A trial by fire for BJP,tribune-nation
2020-09-25,Bihar elections: why BJP/NDA definitely needs to win the upcoming polls,tribune-nation
2020-09-25,Congress backs Bharat Bandh; Rahul says new agriculture laws will ‘enslave’ farmers,tribune-nation
2020-09-25,Security beefed up at Delhi borders amid protests against farm bills,tribune-nation
2020-09-25,"Farm Bills to benefit small, marginal farmers most, says Modi",tribune-nation
2020-09-25,Govt ready to talk to farmers even at midnight: Agriculture minister on bills,timesofindia
2020-09-25,"Congress: Central, state govts anti-farmer",timesofindia
2020-09-25,Rs 72cr retrieved from ineligible PM Kisan beneficiaries: Min,timesofindia
2020-09-25,Nitish: Farm Bills to benefit farmers,timesofindia
2020-09-25,Tomar sheds ‘pretense’ of honesty: Amarinder,timesofindia
2020-09-25,Will quit if farmers fail to get MSP: Haryana deputy CM Dushyant Chautala,timesofindia
2020-09-25,‘Centre dragging feet on MSP’,timesofindia
2020-09-25,Farmers block train tracks while Modi tracks fitness routine,telegraph
2020-09-25,Will quit if farmers fail to get MSP: Haryana deputy CM Dushyant Chautala,timesofindia
2020-09-25,Digvijaya accuses BJD of supporting BJP,telegraph
2020-09-25,"Modi ‘busy with fitness’, not farmers",telegraph
2020-09-25,Farm Bills: Protests held across UP; farmers stage ‘panchayat’ at Delhi-UP border,tribune-nation
2020-09-25,Karnataka: Farmers block highway in Mandya,deccanherald
2020-09-25,"Agriculture reforms Bills: Farmers block highways in Mysuru, taken into custody",deccanherald
2020-09-25,"Farm Bills to benefit small, marginal farmers most, says PM Modi",deccanherald
2020-09-25,"As farmers' protest rages on, PM Modi asks BJP to counter rumours",deccanherald
2020-09-25,Farm Bills remind of East India Company rule: Priyanka Gandhi Vadra,deccanherald
2020-09-25,Pralhad Joshi on ‘misconduct’ of MPs over Farm Bills,deccanherald
2020-09-25,"New Farm Bill reforms will 'enslave' farmers, says Rahul Gandhi",deccanherald
2020-09-25,Disgusting conspiracy against farmers: Randeep Surjewala on Farm Bills,deccanherald
2020-09-25,"Farm bills liberalisation for farmers, opp spreading canards: Sambit Patra",deccanherald
2020-09-25,"2 Haryana BJP leaders Parminder Singh Dhull, Rampal Majra term Farm Bills 'anti-farmer'",deccanherald
2020-09-25,"Farmers begin protest in Punjab, Haryana over Farm Bills",deccanherald
2020-09-25,Security beefed up at Delhi-Uttar Pradesh border amid protests against Farm Bills,deccanherald
2020-09-25,Farmers protest at Delhi-Noida border in Uttar Pradesh,deccanherald
2020-09-25,Mixed response to 'Bharat Bandh' by farmers in Uttar Pradesh,deccanherald
2020-09-25,"Farmers protest to affect movement of trains in Punjab, Haryana: Railways",deccanherald
2020-09-25,Corruption 'flourished like cancer' during previous Cong regime: Khattar,deccanherald
2020-09-25,Delhi's air quality predicted to turn 'poor' by September 30: SAFAR,deccanherald
2020-09-25,When Parliament showcases India's institutional rot,deccanherald
2020-09-25,Farmers hold protests in Kerala against new agriculture reforms bills,deccanherald
2020-09-25,TN CM says Farm Bills will not affect Tamil Nadu ryots,deccanherald
2020-09-25,BJP leaders slam DMK chief Stalin for criticising farm Bills,deccanherald
2020-09-25,Devendra Fadnavis slams Congress for opposing Farm Bills ,deccanherald
2020-09-25,"Farm Bills won't be implemented in Maharashtra, says govt",deccanherald
2020-09-25,Congress only paid lip service to farmers during its rule: Goa BJP,deccanherald
2020-09-25,Liquor haul at Bihar border,telegraph
2020-09-25,"Hemant pans new laws, says farmers will be pushed to the brink",telegraph
2020-09-25,Less is good: Dip in farmer suicides,telegraph
2020-09-25,Pass motion against farm laws: Left & Cong to CM,telegraph
2020-09-25,Trade unions to join farmer protests,telegraph
2020-09-25,"Amid farmers’ protests, Agra division restricts trains running to Amritsar",timesofindia
2020-09-25,Will the farm bills benefit farmers?,hindu
2020-09-25,"Three years on, man gets 25 years jail sentence for raping minor",timesofindia
2020-09-25,31 farm bodies to block traffic at 125 sites,tribune-punjab
2020-09-25,"Akalis brought debate to fore with resignation, claims Sukhbir",tribune-punjab
2020-09-25,Capt Amarinder Singh asks parties to join hands,tribune-punjab
2020-09-25,Farm leaders behind the agitation,tribune-punjab
2020-09-25,Educated youths hit streets against Bills,tribune-punjab
2020-09-25,FM: Will safeguard farmers’ interests,tribune-punjab
2020-09-25,Move to mark area outside mandis market yard,tribune-punjab
2020-09-25,"Farmers begin 3-day ‘rail roko’, services suspended",tribune-punjab
2020-09-25,Capt Amarinder Singh calls Tomar's claims 'atrocious lies',tribune-punjab
2020-09-25,"Congress kicks off nation-wide campaign against farm bills, says govt misleading people",timesofindia
2020-09-25,Jharkhand Congress plans protest against farm bills,timesofindia
2020-09-25,"Modi praised Tamil Nadu Covid efforts out of political compulsion, says MK Stalin",timesofindia
2020-09-25,"Punjab CM appeals to all parties to fight against farm bills, says ready to lead battle",timesofindia
2020-09-25,‘Rail roko’ agitation starts in Punjab,timesofindia
2020-09-25,Rural police on guard as farmers plan stir today,timesofindia
2020-09-25,House passes land law amendments,timesofindia
2020-09-25,Congress to hold protest march against farm bills on Sept 28,timesofindia
2020-09-25,Railways pegs big losses due to farmers’ stir,tribune-punjab
2020-09-25,Hubris as policy,tribune-punjab
2020-09-25,"Punjab Bandh: Protests in 125 places across state; supply of essential commodities hit, major highways blocked",tribune-punjab
2020-09-25,Farmers in Punjab begin their protest against farm Bills,tribune-punjab
2020-09-25,New farm bills will end exploitation of farmers: UP CM Yogi Adityanath,timesofindia
2020-09-25,Congress to back ryots’ protests today: TPCC chief,timesofindia
2020-09-25,Organic farmers welcome new agri bill,timesofindia
2020-09-25,BJP to hold ‘kisan chaupal’ to create awareness on farm bills,timesofindia
2020-09-25,School shaped like a train attracts students,timesofindia
2020-09-25,Mandi will remain closed today as farmers plan protests in Mandsaur,timesofindia
2020-09-25,CM terms farmer bills as biggest reform in agri sector; Cong lambasts Centre’s move,timesofindia
2020-09-25,"Delta farmers protest, burn farm bill copies",timesofindia
2020-09-25,Punjab Kisan Morcha head says ordinances not anti-farmer,timesofindia
2020-09-25,Delhi: New technique may help fight stubborn stubble,timesofindia
2020-09-25,Govt set to roll out agri infrastructure fund benefits to boost farmers’ income,timesofindia
2020-09-25,Modi govt hatching conspiracy to privatize agri sector: Chhattisgarh CM,timesofindia
2020-09-25,Rain gives way to potholes in rural areas,timesofindia
2020-09-25,"Punjab singers, actors back farmers, protest against farm Bills",tribune-punjab
2020-09-25,"UP: Paddy sale at 3,000 govt feds, vigil on pvt players",timesofindia
2020-09-26,Play adds spice to farmers’ agitation,tribune-haryana
2020-09-26,MSP procurement of kharif paddy begins immediately in Punjab and Haryana: Centre,tribune-haryana
